,Teks,label,Data_Bersih,Pesan_Kecil,Hilang_angka,Hlang_whitespace,Hilang_huruf,Data_token,kata_sering,stopword,Data_Stemmer
336,"Kemudahan dan Keamanan bisnis TOGEL kini Berbentuk online, Bergabung dan raih keberuntungan anda di www.brotogel6.com Satu-satunya situs togel online terpercaya",2,Kemudahan dan Keamanan bisnis TOGEL kini Berbentuk online Bergabung dan raih keberuntungan anda di wwwbrotogel6com Satusatunya situs togel online terpercaya,kemudahan dan keamanan bisnis togel kini berbentuk online bergabung dan raih keberuntungan anda di wwwbrotogel6com satusatunya situs togel online terpercaya,kemudahan dan keamanan bisnis togel kini berbentuk online bergabung dan raih keberuntungan anda di wwwbrotogelcom satusatunya situs togel online terpercaya,kemudahan dan keamanan bisnis togel kini berbentuk online bergabung dan raih keberuntungan anda di wwwbrotogelcom satusatunya situs togel online terpercaya,kemudahan dan keamanan bisnis togel kini berbentuk online bergabung dan raih keberuntungan anda di wwwbrotogelcom satusatunya situs togel online terpercaya,"['kemudahan', 'dan', 'keamanan', 'bisnis', 'togel', 'kini', 'berbentuk', 'online', 'bergabung', 'dan', 'raih', 'keberuntungan', 'anda', 'di', 'wwwbrotogelcom', 'satusatunya', 'situs', 'togel', 'online', 'terpercaya']",<FreqDist with 17 samples and 20 outcomes>,"['kemudahan', 'keamanan', 'bisnis', 'togel', 'berbentuk', 'online', 'bergabung', 'raih', 'keberuntungan', 'wwwbrotogelcom', 'satusatunya', 'situs', 'togel', 'online', 'terpercaya']","['mudah', 'aman', 'bisnis', 'togel', 'bentuk', 'online', 'gabung', 'raih', 'untung', 'wwwbrotogelcom', 'satusatunya', 'situs', 'togel', 'online', 'percaya']"
337,Kepada yth bpk/ibu pelanggan tri saya sumargani dr OPERATOR tri plaza semanggi lt1 jl jend sudirman kav50 jkt pst kirim sms krn nmr anda sulit saya hubungi dengan hal sebagai berikut nmr anda mendapat HADIAH dr promo undian 2013 HADIAH KE4 SUZUKI ERTIGA PIN ANDA:7t899b3 info.www.promotri2013.jimdo.com,2,Kepada yth bpkibu pelanggan tri saya sumargani dr OPERATOR tri plaza semanggi lt1 jl jend sudirman kav50 jkt pst kirim sms krn nmr anda sulit saya hubungi dengan hal sebagai berikut nmr anda mendapat HADIAH dr promo undian 2013 HADIAH KE4 SUZUKI ERTIGA PIN ANDA7t899b3 infowwwpromotri2013jimdocom,kepada yth bpkibu pelanggan tri saya sumargani dr operator tri plaza semanggi lt1 jl jend sudirman kav50 jkt pst kirim sms krn nmr anda sulit saya hubungi dengan hal sebagai berikut nmr anda mendapat hadiah dr promo undian 2013 hadiah ke4 suzuki ertiga pin anda7t899b3 infowwwpromotri2013jimdocom,kepada yth bpkibu pelanggan tri saya sumargani dr operator tri plaza semanggi lt jl jend sudirman kav jkt pst kirim sms krn nmr anda sulit saya hubungi dengan hal sebagai berikut nmr anda mendapat hadiah dr promo undian  hadiah ke suzuki ertiga pin andatb infowwwpromotrijimdocom,kepada yth bpkibu pelanggan tri saya sumargani dr operator tri plaza semanggi lt jl jend sudirman kav jkt pst kirim sms krn nmr anda sulit saya hubungi dengan hal sebagai berikut nmr anda mendapat hadiah dr promo undian  hadiah ke suzuki ertiga pin andatb infowwwpromotrijimdocom,kepada yth bpkibu pelanggan tri saya sumargani dr operator tri plaza semanggi lt jl jend sudirman kav jkt pst kirim sms krn nmr anda sulit saya hubungi dengan hal sebagai berikut nmr anda mendapat hadiah dr promo undian  hadiah ke suzuki ertiga pin andatb infowwwpromotrijimdocom,"['kepada', 'yth', 'bpkibu', 'pelanggan', 'tri', 'saya', 'sumargani', 'dr', 'operator', 'tri', 'plaza', 'semanggi', 'lt', 'jl', 'jend', 'sudirman', 'kav', 'jkt', 'pst', 'kirim', 'sms', 'krn', 'nmr', 'anda', 'sulit', 'saya', 'hubungi', 'dengan', 'hal', 'sebagai', 'berikut', 'nmr', 'anda', 'mendapat', 'hadiah', 'dr', 'promo', 'undian', 'hadiah', 'ke', 'suzuki', 'ertiga', 'pin', 'andatb', 'infowwwpromotrijimdocom']",<FreqDist with 39 samples and 45 outcomes>,"['bpkibu', 'pelanggan', 'tri', 'sumargani', 'dr', 'operator', 'tri', 'plaza', 'semanggi', 'lt', 'jl', 'jend', 'sudirman', 'kav', 'jkt', 'pst', 'kirim', 'sms', 'nmr', 'sulit', 'hubungi', 'nmr', 'hadiah', 'dr', 'promo', 'undian', 'hadiah', 'suzuki', 'ertiga', 'pin', 'andatb', 'infowwwpromotrijimdocom']","['bpkibu', 'langgan', 'tri', 'sumargani', 'dr', 'operator', 'tri', 'plaza', 'semanggi', 'lt', 'jl', 'jend', 'sudirman', 'kav', 'jkt', 'pst', 'kirim', 'sms', 'nmr', 'sulit', 'hubung', 'nmr', 'hadiah', 'dr', 'promo', 'undi', 'hadiah', 'suzuki', 'ertiga', 'pin', 'andatb', 'infowwwpromotrijimdocom']"
338,Keputusan resmi 3care selamat No.anda Terpilih M'dpt Tabungan Rp.35jt Pin:M902CX8J info kelik www.programisiulang3care.tk ,2,Keputusan resmi 3care selamat Noanda Terpilih Mdpt Tabungan Rp35jt PinM902CX8J info kelik wwwprogramisiulang3caretk ,keputusan resmi 3care selamat noanda terpilih mdpt tabungan rp35jt pinm902cx8j info kelik wwwprogramisiulang3caretk ,keputusan resmi care selamat noanda terpilih mdpt tabungan rpjt pinmcxj info kelik wwwprogramisiulangcaretk ,keputusan resmi care selamat noanda terpilih mdpt tabungan rpjt pinmcxj info kelik wwwprogramisiulangcaretk,keputusan resmi care selamat noanda terpilih mdpt tabungan rpjt pinmcxj info kelik wwwprogramisiulangcaretk,"['keputusan', 'resmi', 'care', 'selamat', 'noanda', 'terpilih', 'mdpt', 'tabungan', 'rpjt', 'pinmcxj', 'info', 'kelik', 'wwwprogramisiulangcaretk']",<FreqDist with 13 samples and 13 outcomes>,"['keputusan', 'resmi', 'care', 'selamat', 'noanda', 'terpilih', 'mdpt', 'tabungan', 'rpjt', 'pinmcxj', 'info', 'kelik', 'wwwprogramisiulangcaretk']","['putus', 'resmi', 'care', 'selamat', 'noanda', 'pilih', 'mdpt', 'tabung', 'rpjt', 'pinmcxj', 'info', 'kelik', 'wwwprogramisiulangcaretk']"
339,"Kesempatan jadi AGEN PULSA MKIOS ALL Operator harga V5=4500, V10=8500, V20=18rb, V25=23rb, V50=45rb, V100=90rb Cara Ketik Daftar kirim ke 087888366677",2,Kesempatan jadi AGEN PULSA MKIOS ALL Operator harga V54500 V108500 V2018rb V2523rb V5045rb V10090rb Cara Ketik Daftar kirim ke 087888366677,kesempatan jadi agen pulsa mkios all operator harga v54500 v108500 v2018rb v2523rb v5045rb v10090rb cara ketik daftar kirim ke 087888366677,kesempatan jadi agen pulsa mkios all operator harga v v vrb vrb vrb vrb cara ketik daftar kirim ke ,kesempatan jadi agen pulsa mkios all operator harga v v vrb vrb vrb vrb cara ketik daftar kirim ke,kesempatan jadi agen pulsa mkios all operator harga   vrb vrb vrb vrb cara ketik daftar kirim ke,"['kesempatan', 'jadi', 'agen', 'pulsa', 'mkios', 'all', 'operator', 'harga', 'vrb', 'vrb', 'vrb', 'vrb', 'cara', 'ketik', 'daftar', 'kirim', 'ke']",<FreqDist with 14 samples and 17 outcomes>,"['kesempatan', 'agen', 'pulsa', 'mkios', 'all', 'operator', 'harga', 'vrb', 'vrb', 'vrb', 'vrb', 'ketik', 'daftar', 'kirim']","['sempat', 'agen', 'pulsa', 'mkios', 'all', 'operator', 'harga', 'vrb', 'vrb', 'vrb', 'vrb', 'ketik', 'daftar', 'kirim']"
340,"Kesempatan menjadi agen pulsa/ALL Operator MKIOS, Harga murah; 5=4500, 10=8500, 20=18000, 25=22000, 50=45000, Ketik GABUNG Kirim ke 087775777917",2,Kesempatan menjadi agen pulsaALL Operator MKIOS Harga murah 54500 108500 2018000 2522000 5045000 Ketik GABUNG Kirim ke 087775777917,kesempatan menjadi agen pulsaall operator mkios harga murah 54500 108500 2018000 2522000 5045000 ketik gabung kirim ke 087775777917,kesempatan menjadi agen pulsaall operator mkios harga murah      ketik gabung kirim ke ,kesempatan menjadi agen pulsaall operator mkios harga murah      ketik gabung kirim ke,kesempatan menjadi agen pulsaall operator mkios harga murah      ketik gabung kirim ke,"['kesempatan', 'menjadi', 'agen', 'pulsaall', 'operator', 'mkios', 'harga', 'murah', 'ketik', 'gabung', 'kirim', 'ke']",<FreqDist with 12 samples and 12 outcomes>,"['kesempatan', 'agen', 'pulsaall', 'operator', 'mkios', 'harga', 'murah', 'ketik', 'gabung', 'kirim']","['sempat', 'agen', 'pulsaall', 'operator', 'mkios', 'harga', 'murah', 'ketik', 'gabung', 'kirim']"
341,Kirim ke Bank BCA No. Rek : 2731.7942.96 A/n : ANDRIANTO DJUNAEDI usahakan hari ini trms,2,Kirim ke Bank BCA No Rek  2731794296 An  ANDRIANTO DJUNAEDI usahakan hari ini trms,kirim ke bank bca no rek  2731794296 an  andrianto djunaedi usahakan hari ini trms,kirim ke bank bca no rek   an  andrianto djunaedi usahakan hari ini trms,kirim ke bank bca no rek   an  andrianto djunaedi usahakan hari ini trms,kirim ke bank bca no rek   an  andrianto djunaedi usahakan hari ini trms,"['kirim', 'ke', 'bank', 'bca', 'no', 'rek', 'an', 'andrianto', 'djunaedi', 'usahakan', 'hari', 'ini', 'trms']",<FreqDist with 13 samples and 13 outcomes>,"['kirim', 'bank', 'bca', 'no', 'rek', 'an', 'andrianto', 'djunaedi', 'usahakan', 'trms']","['kirim', 'bank', 'bca', 'no', 'rek', 'an', 'andrianto', 'djunaedi', 'usaha', 'trms']"
342,"Kirim ke MANDIRI aja, a/n ARYA. rek: 131-000-7252-937. klo sudah kabarin ya!",2,Kirim ke MANDIRI aja an ARYA rek 1310007252937 klo sudah kabarin ya,kirim ke mandiri aja an arya rek 1310007252937 klo sudah kabarin ya,kirim ke mandiri aja an arya rek  klo sudah kabarin ya,kirim ke mandiri aja an arya rek  klo sudah kabarin ya,kirim ke mandiri aja an arya rek  klo sudah kabarin ya,"['kirim', 'ke', 'mandiri', 'aja', 'an', 'arya', 'rek', 'klo', 'sudah', 'kabarin', 'ya']",<FreqDist with 11 samples and 11 outcomes>,"['kirim', 'mandiri', 'an', 'arya', 'rek', 'kabarin']","['kirim', 'mandiri', 'an', 'arya', 'rek', 'kabarin']"
343,Kirimi dulu pulsa 20ewu di no ini 085285485839 Mas Agus,2,Kirimi dulu pulsa 20ewu di no ini 085285485839 Mas Agus,kirimi dulu pulsa 20ewu di no ini 085285485839 mas agus,kirimi dulu pulsa ewu di no ini  mas agus,kirimi dulu pulsa ewu di no ini  mas agus,kirimi dulu pulsa ewu di no ini  mas agus,"['kirimi', 'dulu', 'pulsa', 'ewu', 'di', 'no', 'ini', 'mas', 'agus']",<FreqDist with 9 samples and 9 outcomes>,"['kirimi', 'pulsa', 'ewu', 'no', 'mas', 'agus']","['kirim', 'pulsa', 'ewu', 'no', 'mas', 'agus']"
344,km dari BANK BRI Sdh tlp tdk bs jd km SMS No.PIN Pemenang anda KG65H8K9 M-dpt HADIAH dari Untung Bliung BritAma Info klik www.HadiahkejutangBri.blogspot.com,2,km dari BANK BRI Sdh tlp tdk bs jd km SMS NoPIN Pemenang anda KG65H8K9 Mdpt HADIAH dari Untung Bliung BritAma Info klik wwwHadiahkejutangBriblogspotcom,km dari bank bri sdh tlp tdk bs jd km sms nopin pemenang anda kg65h8k9 mdpt hadiah dari untung bliung britama info klik wwwhadiahkejutangbriblogspotcom,km dari bank bri sdh tlp tdk bs jd km sms nopin pemenang anda kghk mdpt hadiah dari untung bliung britama info klik wwwhadiahkejutangbriblogspotcom,km dari bank bri sdh tlp tdk bs jd km sms nopin pemenang anda kghk mdpt hadiah dari untung bliung britama info klik wwwhadiahkejutangbriblogspotcom,km dari bank bri sdh tlp tdk bs jd km sms nopin pemenang anda kghk mdpt hadiah dari untung bliung britama info klik wwwhadiahkejutangbriblogspotcom,"['km', 'dari', 'bank', 'bri', 'sdh', 'tlp', 'tdk', 'bs', 'jd', 'km', 'sms', 'nopin', 'pemenang', 'anda', 'kghk', 'mdpt', 'hadiah', 'dari', 'untung', 'bliung', 'britama', 'info', 'klik', 'wwwhadiahkejutangbriblogspotcom']",<FreqDist with 22 samples and 24 outcomes>,"['km', 'bank', 'bri', 'tlp', 'bs', 'km', 'sms', 'nopin', 'pemenang', 'kghk', 'mdpt', 'hadiah', 'untung', 'bliung', 'britama', 'info', 'klik', 'wwwhadiahkejutangbriblogspotcom']","['km', 'bank', 'bri', 'tlp', 'bs', 'km', 'sms', 'nopin', 'menang', 'kghk', 'mdpt', 'hadiah', 'untung', 'bliung', 'britama', 'info', 'klik', 'wwwhadiahkejutangbriblogspotcom']"
345,"Krim ke BNI aja a/n Ayu Suryani no rek 0215891174, klo sudah dikirim kabarin ya!",2,Krim ke BNI aja an Ayu Suryani no rek 0215891174 klo sudah dikirim kabarin ya,krim ke bni aja an ayu suryani no rek 0215891174 klo sudah dikirim kabarin ya,krim ke bni aja an ayu suryani no rek  klo sudah dikirim kabarin ya,krim ke bni aja an ayu suryani no rek  klo sudah dikirim kabarin ya,krim ke bni aja an ayu suryani no rek  klo sudah dikirim kabarin ya,"['krim', 'ke', 'bni', 'aja', 'an', 'ayu', 'suryani', 'no', 'rek', 'klo', 'sudah', 'dikirim', 'kabarin', 'ya']",<FreqDist with 14 samples and 14 outcomes>,"['krim', 'bni', 'an', 'ayu', 'suryani', 'no', 'rek', 'dikirim', 'kabarin']","['krim', 'bni', 'an', 'ayu', 'suryani', 'no', 'rek', 'kirim', 'kabarin']"
346,Layanan VIP GAMES Rp3300/sms 4x/mgg sdh diperpanjang.Nikmati layanan disini:http://live.vipgames.me/?sid=40186483 stop? *123*66#. CS:02152971540,2,Layanan VIP GAMES Rp3300sms 4xmgg sdh diperpanjangNikmati layanan disinihttplivevipgamesmesid40186483 stop 12366 CS02152971540,layanan vip games rp3300sms 4xmgg sdh diperpanjangnikmati layanan disinihttplivevipgamesmesid40186483 stop 12366 cs02152971540,layanan vip games rpsms xmgg sdh diperpanjangnikmati layanan disinihttplivevipgamesmesid stop  cs,layanan vip games rpsms xmgg sdh diperpanjangnikmati layanan disinihttplivevipgamesmesid stop  cs,layanan vip games rpsms xmgg sdh diperpanjangnikmati layanan disinihttplivevipgamesmesid stop  cs,"['layanan', 'vip', 'games', 'rpsms', 'xmgg', 'sdh', 'diperpanjangnikmati', 'layanan', 'disinihttplivevipgamesmesid', 'stop', 'cs']",<FreqDist with 10 samples and 11 outcomes>,"['layanan', 'vip', 'games', 'rpsms', 'xmgg', 'diperpanjangnikmati', 'layanan', 'disinihttplivevipgamesmesid', 'stop', 'cs']","['layan', 'vip', 'games', 'rpsms', 'xmgg', 'diperpanjangnikmati', 'layan', 'disinihttplivevipgamesmesid', 'stop', 'cs']"
347,"Ma"" belikan dulu besok pulsa 20rbu di no baruku ini 085340781778 penting",2,Ma belikan dulu besok pulsa 20rbu di no baruku ini 085340781778 penting,ma belikan dulu besok pulsa 20rbu di no baruku ini 085340781778 penting,ma belikan dulu besok pulsa rbu di no baruku ini  penting,ma belikan dulu besok pulsa rbu di no baruku ini  penting,ma belikan dulu besok pulsa rbu di no baruku ini  penting,"['ma', 'belikan', 'dulu', 'besok', 'pulsa', 'rbu', 'di', 'no', 'baruku', 'ini', 'penting']",<FreqDist with 11 samples and 11 outcomes>,"['ma', 'belikan', 'besok', 'pulsa', 'rbu', 'no', 'baruku']","['ma', 'belikan', 'besok', 'pulsa', 'rbu', 'no', 'baru']"
348,"ma, isi dl pulsa 20 rb di nmr ini 085337784732",2,ma isi dl pulsa 20 rb di nmr ini 085337784732,ma isi dl pulsa 20 rb di nmr ini 085337784732,ma isi dl pulsa  rb di nmr ini ,ma isi dl pulsa  rb di nmr ini,ma isi dl pulsa  rb di nmr ini,"['ma', 'isi', 'dl', 'pulsa', 'rb', 'di', 'nmr', 'ini']",<FreqDist with 8 samples and 8 outcomes>,"['ma', 'isi', 'dl', 'pulsa', 'nmr']","['ma', 'isi', 'dl', 'pulsa', 'nmr']"
349,Maaf kami sdah menghubungi tpi tdak tersambung No.Anda resmi meraih hadiah ke-2 dari PT.M-KIOS pin;M248K81 u/info hadiah klik; www.hadiah-mkios17.blogspot.com,2,Maaf kami sdah menghubungi tpi tdak tersambung NoAnda resmi meraih hadiah ke2 dari PTMKIOS pinM248K81 uinfo hadiah klik wwwhadiahmkios17blogspotcom,maaf kami sdah menghubungi tpi tdak tersambung noanda resmi meraih hadiah ke2 dari ptmkios pinm248k81 uinfo hadiah klik wwwhadiahmkios17blogspotcom,maaf kami sdah menghubungi tpi tdak tersambung noanda resmi meraih hadiah ke dari ptmkios pinmk uinfo hadiah klik wwwhadiahmkiosblogspotcom,maaf kami sdah menghubungi tpi tdak tersambung noanda resmi meraih hadiah ke dari ptmkios pinmk uinfo hadiah klik wwwhadiahmkiosblogspotcom,maaf kami sdah menghubungi tpi tdak tersambung noanda resmi meraih hadiah ke dari ptmkios pinmk uinfo hadiah klik wwwhadiahmkiosblogspotcom,"['maaf', 'kami', 'sdah', 'menghubungi', 'tpi', 'tdak', 'tersambung', 'noanda', 'resmi', 'meraih', 'hadiah', 'ke', 'dari', 'ptmkios', 'pinmk', 'uinfo', 'hadiah', 'klik', 'wwwhadiahmkiosblogspotcom']",<FreqDist with 18 samples and 19 outcomes>,"['maaf', 'sdah', 'menghubungi', 'tpi', 'tdak', 'tersambung', 'noanda', 'resmi', 'meraih', 'hadiah', 'ptmkios', 'pinmk', 'uinfo', 'hadiah', 'klik', 'wwwhadiahmkiosblogspotcom']","['maaf', 'sdah', 'hubung', 'tpi', 'tdak', 'sambung', 'noanda', 'resmi', 'raih', 'hadiah', 'ptmkios', 'pinmk', 'uinfo', 'hadiah', 'klik', 'wwwhadiahmkiosblogspotcom']"
350,Maaf kami sudah menghubungi tapi tidak tersambung No Anda meraih hadiah ke-2 dr. PT.MKIOS pin Anda M248K81 cek pin Anda di. www.pusat-m-kios7.blogspot.com,2,Maaf kami sudah menghubungi tapi tidak tersambung No Anda meraih hadiah ke2 dr PTMKIOS pin Anda M248K81 cek pin Anda di wwwpusatmkios7blogspotcom,maaf kami sudah menghubungi tapi tidak tersambung no anda meraih hadiah ke2 dr ptmkios pin anda m248k81 cek pin anda di wwwpusatmkios7blogspotcom,maaf kami sudah menghubungi tapi tidak tersambung no anda meraih hadiah ke dr ptmkios pin anda mk cek pin anda di wwwpusatmkiosblogspotcom,maaf kami sudah menghubungi tapi tidak tersambung no anda meraih hadiah ke dr ptmkios pin anda mk cek pin anda di wwwpusatmkiosblogspotcom,maaf kami sudah menghubungi tapi tidak tersambung no anda meraih hadiah ke dr ptmkios pin anda mk cek pin anda di wwwpusatmkiosblogspotcom,"['maaf', 'kami', 'sudah', 'menghubungi', 'tapi', 'tidak', 'tersambung', 'no', 'anda', 'meraih', 'hadiah', 'ke', 'dr', 'ptmkios', 'pin', 'anda', 'mk', 'cek', 'pin', 'anda', 'di', 'wwwpusatmkiosblogspotcom']",<FreqDist with 19 samples and 22 outcomes>,"['maaf', 'menghubungi', 'tersambung', 'no', 'meraih', 'hadiah', 'dr', 'ptmkios', 'pin', 'mk', 'cek', 'pin', 'wwwpusatmkiosblogspotcom']","['maaf', 'hubung', 'sambung', 'no', 'raih', 'hadiah', 'dr', 'ptmkios', 'pin', 'mk', 'cek', 'pin', 'wwwpusatmkiosblogspotcom']"
351,Maaf kami sudah menghubungi tapi tidak tersambung Selamat No.Anda resmi meraih hadiah ke-3 dari PT.3CARE Pin ;b8337h9 u/info klik www.hadiah3care-2016.blogspot.com,2,Maaf kami sudah menghubungi tapi tidak tersambung Selamat NoAnda resmi meraih hadiah ke3 dari PT3CARE Pin b8337h9 uinfo klik wwwhadiah3care2016blogspotcom,maaf kami sudah menghubungi tapi tidak tersambung selamat noanda resmi meraih hadiah ke3 dari pt3care pin b8337h9 uinfo klik wwwhadiah3care2016blogspotcom,maaf kami sudah menghubungi tapi tidak tersambung selamat noanda resmi meraih hadiah ke dari ptcare pin bh uinfo klik wwwhadiahcareblogspotcom,maaf kami sudah menghubungi tapi tidak tersambung selamat noanda resmi meraih hadiah ke dari ptcare pin bh uinfo klik wwwhadiahcareblogspotcom,maaf kami sudah menghubungi tapi tidak tersambung selamat noanda resmi meraih hadiah ke dari ptcare pin bh uinfo klik wwwhadiahcareblogspotcom,"['maaf', 'kami', 'sudah', 'menghubungi', 'tapi', 'tidak', 'tersambung', 'selamat', 'noanda', 'resmi', 'meraih', 'hadiah', 'ke', 'dari', 'ptcare', 'pin', 'bh', 'uinfo', 'klik', 'wwwhadiahcareblogspotcom']",<FreqDist with 20 samples and 20 outcomes>,"['maaf', 'menghubungi', 'tersambung', 'selamat', 'noanda', 'resmi', 'meraih', 'hadiah', 'ptcare', 'pin', 'bh', 'uinfo', 'klik', 'wwwhadiahcareblogspotcom']","['maaf', 'hubung', 'sambung', 'selamat', 'noanda', 'resmi', 'raih', 'hadiah', 'ptcare', 'pin', 'bh', 'uinfo', 'klik', 'wwwhadiahcareblogspotcom']"
352,maaf kami sudah menghubungi tpi tdk tersmbung No.anda resmi meraih hadiah ke-2 dri PT.MKIOS PIN;M248K81 cek pin anda di www.hadiahresmi-mkios29.blogspot.com,2,maaf kami sudah menghubungi tpi tdk tersmbung Noanda resmi meraih hadiah ke2 dri PTMKIOS PINM248K81 cek pin anda di wwwhadiahresmimkios29blogspotcom,maaf kami sudah menghubungi tpi tdk tersmbung noanda resmi meraih hadiah ke2 dri ptmkios pinm248k81 cek pin anda di wwwhadiahresmimkios29blogspotcom,maaf kami sudah menghubungi tpi tdk tersmbung noanda resmi meraih hadiah ke dri ptmkios pinmk cek pin anda di wwwhadiahresmimkiosblogspotcom,maaf kami sudah menghubungi tpi tdk tersmbung noanda resmi meraih hadiah ke dri ptmkios pinmk cek pin anda di wwwhadiahresmimkiosblogspotcom,maaf kami sudah menghubungi tpi tdk tersmbung noanda resmi meraih hadiah ke dri ptmkios pinmk cek pin anda di wwwhadiahresmimkiosblogspotcom,"['maaf', 'kami', 'sudah', 'menghubungi', 'tpi', 'tdk', 'tersmbung', 'noanda', 'resmi', 'meraih', 'hadiah', 'ke', 'dri', 'ptmkios', 'pinmk', 'cek', 'pin', 'anda', 'di', 'wwwhadiahresmimkiosblogspotcom']",<FreqDist with 20 samples and 20 outcomes>,"['maaf', 'menghubungi', 'tpi', 'tersmbung', 'noanda', 'resmi', 'meraih', 'hadiah', 'dri', 'ptmkios', 'pinmk', 'cek', 'pin', 'wwwhadiahresmimkiosblogspotcom']","['maaf', 'hubung', 'tpi', 'tersmbung', 'noanda', 'resmi', 'raih', 'hadiah', 'dri', 'ptmkios', 'pinmk', 'cek', 'pin', 'wwwhadiahresmimkiosblogspotcom']"
353,"Maaf saya Bu Nur, tanah yang di tanjung api-api saya sudah lihat dan sudah cocok, untuk masalah harga tolong hubungi suami saya aja, pak H.SULAIMAN di no hp. 08xxxxxx, karena kebetulan saya ada acara.Tks",2,Maaf saya Bu Nur tanah yang di tanjung apiapi saya sudah lihat dan sudah cocok untuk masalah harga tolong hubungi suami saya aja pak HSULAIMAN di no hp 08xxxxxx karena kebetulan saya ada acaraTks,maaf saya bu nur tanah yang di tanjung apiapi saya sudah lihat dan sudah cocok untuk masalah harga tolong hubungi suami saya aja pak hsulaiman di no hp 08xxxxxx karena kebetulan saya ada acaratks,maaf saya bu nur tanah yang di tanjung apiapi saya sudah lihat dan sudah cocok untuk masalah harga tolong hubungi suami saya aja pak hsulaiman di no hp xxxxxx karena kebetulan saya ada acaratks,maaf saya bu nur tanah yang di tanjung apiapi saya sudah lihat dan sudah cocok untuk masalah harga tolong hubungi suami saya aja pak hsulaiman di no hp xxxxxx karena kebetulan saya ada acaratks,maaf saya bu nur tanah yang di tanjung apiapi saya sudah lihat dan sudah cocok untuk masalah harga tolong hubungi suami saya aja pak hsulaiman di no hp xxxxxx karena kebetulan saya ada acaratks,"['maaf', 'saya', 'bu', 'nur', 'tanah', 'yang', 'di', 'tanjung', 'apiapi', 'saya', 'sudah', 'lihat', 'dan', 'sudah', 'cocok', 'untuk', 'masalah', 'harga', 'tolong', 'hubungi', 'suami', 'saya', 'aja', 'pak', 'hsulaiman', 'di', 'no', 'hp', 'xxxxxx', 'karena', 'kebetulan', 'saya', 'ada', 'acaratks']",<FreqDist with 29 samples and 34 outcomes>,"['maaf', 'bu', 'nur', 'tanah', 'tanjung', 'apiapi', 'lihat', 'cocok', 'harga', 'tolong', 'hubungi', 'suami', 'hsulaiman', 'no', 'hp', 'xxxxxx', 'acaratks']","['maaf', 'bu', 'nur', 'tanah', 'tanjung', 'apiapi', 'lihat', 'cocok', 'harga', 'tolong', 'hubung', 'suami', 'hsulaiman', 'no', 'hp', 'xxxxxx', 'acaratks']"
354,"Maaf' Soal Angsuran bulan ini Pembayaran harus melalui ke bpk.Yogi, HP: 08562115779, soalnya sdh dikuasakan",2,Maaf Soal Angsuran bulan ini Pembayaran harus melalui ke bpkYogi HP 08562115779 soalnya sdh dikuasakan,maaf soal angsuran bulan ini pembayaran harus melalui ke bpkyogi hp 08562115779 soalnya sdh dikuasakan,maaf soal angsuran bulan ini pembayaran harus melalui ke bpkyogi hp  soalnya sdh dikuasakan,maaf soal angsuran bulan ini pembayaran harus melalui ke bpkyogi hp  soalnya sdh dikuasakan,maaf soal angsuran bulan ini pembayaran harus melalui ke bpkyogi hp  soalnya sdh dikuasakan,"['maaf', 'soal', 'angsuran', 'bulan', 'ini', 'pembayaran', 'harus', 'melalui', 'ke', 'bpkyogi', 'hp', 'soalnya', 'sdh', 'dikuasakan']",<FreqDist with 14 samples and 14 outcomes>,"['maaf', 'angsuran', 'pembayaran', 'bpkyogi', 'hp', 'dikuasakan']","['maaf', 'angsur', 'bayar', 'bpkyogi', 'hp', 'kuasa']"
355,"Maaf tolong uangnya ditransfer saja ke Bank xxx An. xxx No.Rek 2952149xxx, bila sudah ditransfer SMS saja, terima kasih",2,Maaf tolong uangnya ditransfer saja ke Bank xxx An xxx NoRek 2952149xxx bila sudah ditransfer SMS saja terima kasih,maaf tolong uangnya ditransfer saja ke bank xxx an xxx norek 2952149xxx bila sudah ditransfer sms saja terima kasih,maaf tolong uangnya ditransfer saja ke bank xxx an xxx norek xxx bila sudah ditransfer sms saja terima kasih,maaf tolong uangnya ditransfer saja ke bank xxx an xxx norek xxx bila sudah ditransfer sms saja terima kasih,maaf tolong uangnya ditransfer saja ke bank xxx an xxx norek xxx bila sudah ditransfer sms saja terima kasih,"['maaf', 'tolong', 'uangnya', 'ditransfer', 'saja', 'ke', 'bank', 'xxx', 'an', 'xxx', 'norek', 'xxx', 'bila', 'sudah', 'ditransfer', 'sms', 'saja', 'terima', 'kasih']",<FreqDist with 15 samples and 19 outcomes>,"['maaf', 'tolong', 'uangnya', 'ditransfer', 'bank', 'xxx', 'an', 'xxx', 'norek', 'xxx', 'ditransfer', 'sms', 'terima', 'kasih']","['maaf', 'tolong', 'uang', 'transfer', 'bank', 'xxx', 'an', 'xxx', 'norek', 'xxx', 'transfer', 'sms', 'terima', 'kasih']"
